Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,"Part Status","Resistance","Tolerance","Power (Watts)","Composition","Features","Temperature Coefficient","Operating Temperature","Package / Case","Ratings","Supplier Device Package","Size / Dimension","Height - Seated (Max)","Number of Terminations","Failure Rate"
"https://industrial.panasonic.com/ww/products/pt/general-purpose-chip-resistors/models/ERJ6GEYJ1R0V","//media.digikey.com/Renders/Panasonic%20Renders/ERJ-0805%20Pkg.jpg","P1.0ATR-ND,P1.0ACT-ND,P1.0ADKR-ND","ERJ-6GEYJ1R0V","Panasonic Electronic Components","Panasonic Electronic Components","RES SMD 1 OHM 5% 1/8W 0805","0","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ERJ-6G","Active","1 Ohms","±5%","0.125W, 1/8W","Thick Film","Automotive AEC-Q200","-100/ +600ppm/°C","-55°C ~ 155°C","0805 (2012 Metric)","AEC-Q200","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.028"" (0.70mm)","2","-"
"https://industrial.panasonic.com/ww/products/pt/general-purpose-chip-resistors/models/ERJ6GEYJ1R1V","//media.digikey.com/Renders/Panasonic%20Renders/ERJ-0805%20Pkg.jpg","P1.1ATR-ND,P1.1ACT-ND,P1.1ADKR-ND","ERJ-6GEYJ1R1V","Panasonic Electronic Components","Panasonic Electronic Components","RES SMD 1.1 OHM 5% 1/8W 0805","34,816","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ERJ-6G","Active","1.1 Ohms","±5%","0.125W, 1/8W","Thick Film","Automotive AEC-Q200","-100/ +600ppm/°C","-55°C ~ 155°C","0805 (2012 Metric)","AEC-Q200","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.028"" (0.70mm)","2","-"
"https://industrial.panasonic.com/ww/products/pt/general-purpose-chip-resistors/models/ERJ6GEYJ1R2V","//media.digikey.com/Renders/Panasonic%20Renders/ERJ-0805%20Pkg.jpg","P1.2ATR-ND,P1.2ACT-ND,P1.2ADKR-ND","ERJ-6GEYJ1R2V","Panasonic Electronic Components","Panasonic Electronic Components","RES SMD 1.2 OHM 5% 1/8W 0805","27,072","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ERJ-6G","Active","1.2 Ohms","±5%","0.125W, 1/8W","Thick Film","Automotive AEC-Q200","-100/ +600ppm/°C","-55°C ~ 155°C","0805 (2012 Metric)","AEC-Q200","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.028"" (0.70mm)","2","-"
"https://industrial.panasonic.com/ww/products/pt/general-purpose-chip-resistors/models/ERJ6GEYJ1R3V","//media.digikey.com/Renders/Panasonic%20Renders/ERJ-0805%20Pkg.jpg","P1.3ATR-ND,P1.3ACT-ND,P1.3ADKR-ND","ERJ-6GEYJ1R3V","Panasonic Electronic Components","Panasonic Electronic Components","RES SMD 1.3 OHM 5% 1/8W 0805","47,990","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ERJ-6G","Active","1.3 Ohms","±5%","0.125W, 1/8W","Thick Film","Automotive AEC-Q200","-100/ +600ppm/°C","-55°C ~ 155°C","0805 (2012 Metric)","AEC-Q200","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.028"" (0.70mm)","2","-"
"https://industrial.panasonic.com/ww/products/pt/general-purpose-chip-resistors/models/ERJ6GEYJ1R5V","//media.digikey.com/Renders/Panasonic%20Renders/ERJ-0805%20Pkg.jpg","P1.5ATR-ND,P1.5ACT-ND,P1.5ADKR-ND","ERJ-6GEYJ1R5V","Panasonic Electronic Components","Panasonic Electronic Components","RES SMD 1.5 OHM 5% 1/8W 0805","515","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ERJ-6G","Active","1.5 Ohms","±5%","0.125W, 1/8W","Thick Film","Automotive AEC-Q200","-100/ +600ppm/°C","-55°C ~ 155°C","0805 (2012 Metric)","AEC-Q200","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.028"" (0.70mm)","2","-"
"https://industrial.panasonic.com/ww/products/pt/general-purpose-chip-resistors/models/ERJ6GEYJ1R6V","//media.digikey.com/Renders/Panasonic%20Renders/ERJ-0805%20Pkg.jpg","P1.6ATR-ND,P1.6ACT-ND,P1.6ADKR-ND","ERJ-6GEYJ1R6V","Panasonic Electronic Components","Panasonic Electronic Components","RES SMD 1.6 OHM 5% 1/8W 0805","49,945","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ERJ-6G","Active","1.6 Ohms","±5%","0.125W, 1/8W","Thick Film","Automotive AEC-Q200","-100/ +600ppm/°C","-55°C ~ 155°C","0805 (2012 Metric)","AEC-Q200","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.028"" (0.70mm)","2","-"
"https://industrial.panasonic.com/ww/products/pt/general-purpose-chip-resistors/models/ERJ6GEYJ1R8V","//media.digikey.com/Renders/Panasonic%20Renders/ERJ-0805%20Pkg.jpg","P1.8ATR-ND,P1.8ACT-ND,P1.8ADKR-ND","ERJ-6GEYJ1R8V","Panasonic Electronic Components","Panasonic Electronic Components","RES SMD 1.8 OHM 5% 1/8W 0805","26,011","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ERJ-6G","Active","1.8 Ohms","±5%","0.125W, 1/8W","Thick Film","Automotive AEC-Q200","-100/ +600ppm/°C","-55°C ~ 155°C","0805 (2012 Metric)","AEC-Q200","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.028"" (0.70mm)","2","-"
"https://industrial.panasonic.com/ww/products/pt/general-purpose-chip-resistors/models/ERJ6GEYJ2R0V","//media.digikey.com/Renders/Panasonic%20Renders/ERJ-0805%20Pkg.jpg","P2.0ATR-ND,P2.0ACT-ND,P2.0ADKR-ND","ERJ-6GEYJ2R0V","Panasonic Electronic Components","Panasonic Electronic Components","RES SMD 2 OHM 5% 1/8W 0805","15,636","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ERJ-6G","Active","2 Ohms","±5%","0.125W, 1/8W","Thick Film","Automotive AEC-Q200","-100/ +600ppm/°C","-55°C ~ 155°C","0805 (2012 Metric)","AEC-Q200","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.028"" (0.70mm)","2","-"
"https://industrial.panasonic.com/ww/products/pt/general-purpose-chip-resistors/models/ERJ6GEYJ2R2V","//media.digikey.com/Renders/Panasonic%20Renders/ERJ-0805%20Pkg.jpg","P2.2ATR-ND,P2.2ACT-ND,P2.2ADKR-ND","ERJ-6GEYJ2R2V","Panasonic Electronic Components","Panasonic Electronic Components","RES SMD 2.2 OHM 5% 1/8W 0805","4","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ERJ-6G","Active","2.2 Ohms","±5%","0.125W, 1/8W","Thick Film","Automotive AEC-Q200","-100/ +600ppm/°C","-55°C ~ 155°C","0805 (2012 Metric)","AEC-Q200","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.028"" (0.70mm)","2","-"
"https://industrial.panasonic.com/ww/products/pt/general-purpose-chip-resistors/models/ERJ6GEYJ2R4V","//media.digikey.com/Renders/Panasonic%20Renders/ERJ-0805%20Pkg.jpg","P2.4ATR-ND,P2.4ACT-ND,P2.4ADKR-ND","ERJ-6GEYJ2R4V","Panasonic Electronic Components","Panasonic Electronic Components","RES SMD 2.4 OHM 5% 1/8W 0805","10,920","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ERJ-6G","Active","2.4 Ohms","±5%","0.125W, 1/8W","Thick Film","Automotive AEC-Q200","-100/ +600ppm/°C","-55°C ~ 155°C","0805 (2012 Metric)","AEC-Q200","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.028"" (0.70mm)","2","-"
